class_id,class_name,method,filtered_sparsity_mean,filtered_sparsity_std,filtered_faithfulness_mean,filtered_faithfulness_std,baseline_sparsity_mean,baseline_sparsity_std,baseline_faithfulness_mean,baseline_faithfulness_std,mean_diff
0,tench,ig,0.5292944834183674,0.0334836588029766,0.3631036859331653,0.3605918373942464,0.5237724542942176,0.0292196602274529,0.24722932455712,0.3315758018141694,-0.1158743613760452
0,tench,saliency,0.4564644451530612,0.0287268275589558,0.3126868022279814,0.3545811999570014,0.4495598161139457,0.028667419645557,0.2233069758769124,0.3271287176831069,-0.0893798263510689
1,goldfish,ig,0.504786750637755,0.0469247767446836,0.4955890145665034,0.3719867016893723,0.4977815423044218,0.042996192421669,0.4697098227095557,0.344749092976489,-0.0258791918569477
1,goldfish,saliency,0.4315553252551021,0.0186441760557581,0.4006496636988595,0.3516203062080018,0.4291711840986395,0.0217909386805617,0.3510584157845005,0.3269260871158961,-0.0495912479143589
2,great_white_shark,ig,0.518098825467687,0.0426899217001128,0.4166791137179098,0.3019045844365143,0.5139204666241496,0.0427189592189691,0.2835303783056588,0.3221782618406848,-0.1331487354122509
2,great_white_shark,saliency,0.4451643548044217,0.0236421916933433,0.3308441232994664,0.3143631450034567,0.4313261320153061,0.0271927151585312,0.2165830904664471,0.3062251946969674,-0.1142610328330192
3,tiger_shark,ig,0.5092443930697279,0.037446728135778,0.5163845862855669,0.2197963616798103,0.5007857674319728,0.0378033888387705,0.4915735690953443,0.2738620088616244,-0.0248110171902226
3,tiger_shark,saliency,0.4447155346513605,0.0233929238174486,0.4882323025097139,0.2613477581094252,0.42880859375,0.023512714031983,0.4198065562988631,0.2969267398626476,-0.0684257462108507
4,hammerhead,ig,0.5097710724914966,0.0389605340245158,0.6509956136388064,0.2488143770476652,0.5058875425170068,0.0392361142781781,0.5808817262765661,0.2649384207322756,-0.0701138873622403
4,hammerhead,saliency,0.4434289965986394,0.0203384285470635,0.6152737201011405,0.2544071928003538,0.4344621598639455,0.0269151479640603,0.5567875312627438,0.2992184333680447,-0.0584861888383966
5,electric_ray,ig,0.4939775988520409,0.0456790718002727,0.3731813456070085,0.3621528140590399,0.4925257759353741,0.0464084079057904,0.3165766393404919,0.3538988772827954,-0.0566047062665165
5,electric_ray,saliency,0.4293238467261905,0.0233506831937609,0.3121150524905534,0.3618344057619643,0.4251401732568027,0.0291222877916907,0.2537087822664762,0.3065264337527862,-0.0584062702240771
6,stingray,ig,0.5176379145408163,0.0427875677777099,0.3456467687068471,0.2779062920766702,0.5078482408588435,0.0470002518410847,0.2519121982049546,0.2597952265660325,-0.0937345705018924
6,stingray,saliency,0.4473897215136055,0.0233741548505922,0.2917957670877331,0.2819711081764862,0.4339215295493197,0.0273120778569516,0.2081343548143922,0.2544758121487567,-0.0836614122733408
7,cock,ig,0.5314039912840137,0.0406092140031239,0.3235973620729055,0.3362113858747405,0.5201543898809523,0.0424835565511307,0.3060254530192469,0.3213239483315017,-0.0175719090536586
7,cock,saliency,0.4375981877125851,0.0247215256852703,0.2192752882333297,0.3152422124389571,0.4296700946003402,0.0264741202613074,0.1572069672302314,0.2823831077030483,-0.0620683210030983
8,hen,ig,0.536029974489796,0.0488432367387245,0.4160164876912313,0.3586527781438694,0.524625318877551,0.0459424845669781,0.3782574548268166,0.3500654578452684,-0.0377590328644146
8,hen,saliency,0.4410504357993197,0.0267919565354564,0.3712525789161736,0.3560003798033667,0.4295248724489797,0.0282377125606455,0.3174808030560234,0.3179208256672244,-0.0537717758601502
9,ostrich,ig,0.5317044005102041,0.0465569203564669,0.4619669016412808,0.4104789446856457,0.5159222204506804,0.0407244749282995,0.360205893737002,0.3804987875906775,-0.1017610079042788
9,ostrich,saliency,0.4434838701105442,0.0267982538349456,0.3186792287393473,0.3734152300644306,0.4244713275935375,0.025316469898275,0.215842995197745,0.3121589215916083,-0.1028362335416022
10,brambling,ig,0.5169771736819728,0.0535835643881067,0.5744766084925186,0.3774526183825595,0.5054427083333333,0.0532445674614408,0.5198934617100349,0.3496704344956117,-0.0545831467824837
10,brambling,saliency,0.4449732940051021,0.0309687738898157,0.4883446550078224,0.3701226816932434,0.4339604591836734,0.0281588788198626,0.4020643523562466,0.3481740910918611,-0.0862803026515757
11,goldfinch,ig,0.5281756218112245,0.0592396854798764,0.6328546349849057,0.3478279401067986,0.5131773490646259,0.0498480633107571,0.5788284310227755,0.3683723989753131,-0.0540262039621302
11,goldfinch,saliency,0.4386394557823129,0.0200781534289867,0.4867989591928199,0.3483393906656699,0.4398692602040816,0.0303338265819538,0.371454843897809,0.3503924064484929,-0.1153441152950108
12,house_finch,ig,0.5143727412840137,0.0509029399794006,0.6085063810140128,0.3434188277822659,0.5011547353316327,0.0466049025274276,0.5404425428513787,0.3641532809576093,-0.068063838162634
12,house_finch,saliency,0.4416876594387754,0.0326320026345851,0.5507617687207675,0.3687002121208798,0.438925249787415,0.0400054900106695,0.368079765565999,0.3644219106475586,-0.1826820031547686
13,junco,ig,0.5445145089285713,0.0557081161447666,0.7609215198503807,0.27040877459729,0.5293437765731293,0.049514727138022,0.6051595566186007,0.3616737384979849,-0.1557619632317801
13,junco,saliency,0.4530129942602041,0.0310785157561461,0.6878376306034625,0.3122280036246814,0.4475985863095238,0.0364678716995522,0.4082181254652096,0.4197280962300773,-0.2796195051382528
14,indigo_bunting,ig,0.537078018707483,0.0455538906932136,0.6159173455045311,0.3603022687368199,0.5221692974064625,0.0464745029116479,0.4696386802631741,0.3971733250180177,-0.1462786652413569
14,indigo_bunting,saliency,0.4580254836309523,0.038934238615485,0.4996104708099665,0.4066839119271987,0.4530169802295918,0.0396108873843756,0.3393632594598057,0.388103937917424,-0.1602472113501608
15,robin,ig,0.542887569090136,0.0447451852177672,0.6470279305310396,0.372519482377906,0.5282056494472789,0.0397006663877861,0.5751522510586073,0.3660383484747041,-0.0718756794724322
15,robin,saliency,0.4513485863095238,0.0267393171726999,0.5875224005956261,0.3829878774200803,0.4419389083758503,0.0281319655670417,0.4463282341207377,0.3799349391063183,-0.1411941664748883
16,bulbul,ig,0.5493787202380953,0.0531836704430849,0.7697001649459344,0.2358377426899553,0.5295587531887755,0.0589938868747575,0.7257036455711932,0.2485708294242254,-0.0439965193747411
16,bulbul,saliency,0.4673628826530612,0.030524110162223,0.7534222653842516,0.224503043905215,0.4545575573979591,0.0387866981583549,0.5902829296315031,0.3066687765334888,-0.1631393357527485
17,jay,ig,0.557243569302721,0.058210642672476,0.4974066286017745,0.3570585880854095,0.5262781675170067,0.0539510940360411,0.4256604931978882,0.3500617435319476,-0.0717461354038863
17,jay,saliency,0.4577427455357143,0.0294496056113509,0.3663785787506276,0.3540231467722429,0.4394874043367346,0.0242350116297797,0.286979937124488,0.3494097009511976,-0.0793986416261395
18,magpie,ig,0.5898303305697279,0.0456105135535019,0.8318589752364641,0.2109662807290891,0.5774344972363946,0.0539751262765269,0.7969995493628085,0.2321507608112477,-0.0348594258736557
18,magpie,saliency,0.4752103263180272,0.0415456350498358,0.7647547427200516,0.2760884337431942,0.4711187287414966,0.0609003307392127,0.6360403845811379,0.3425852439357271,-0.1287143581389136
19,chickadee,ig,0.542939918154762,0.0429377920519841,0.8627020260191057,0.1888043448241225,0.5212551817602041,0.0361177558305439,0.8414587251688863,0.207071012104396,-0.0212433008502193
19,chickadee,saliency,0.4466294642857144,0.0360882888438085,0.8031481346867986,0.2245819458075886,0.4380346513605442,0.0383705274697615,0.6517822334689845,0.338487282639111,-0.1513659012178141
20,water_ouzel,ig,0.5164124946853741,0.0447496630952607,0.6578698918479495,0.3196198132323744,0.5108487457482993,0.0451082621157864,0.675388108487241,0.3056517712685136,0.0175182166392914
20,water_ouzel,saliency,0.4426282153486394,0.0210498776851757,0.6232933109631995,0.3713038054025696,0.4342291135204081,0.0261123613826184,0.4698607558873482,0.3629692825773785,-0.1534325550758512
